"u_id","total_trips","avg_stay_length","avg_checked_bags","cancellation_rate","total_spend","avg_flight_discount_used","avg_hotel_discount_used","booking_rate","child_flag"
"588507","3","4.63","0.13","0.00","8087.03","0.00","0.02","0.38","0"
"588526","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"588560","0","0.00","0.00","0.00","0","0.04","0.00","0.00","0"
"588582","2","0.38","0.13","0.00","2605.73","0.01","0.01","0.25","0"
"588677","3","0.75","0.13","0.00","1757.11","0.01","0.02","0.38","1"
"588732","3","0.63","0.13","0.00","2513.36","0.04","0.00","0.38","0"
"588797","3","3.63","1.25","0.13","21784.44","0.08","0.01","0.50","1"
"588820","4","2.13","0.38","0.00","4947.29","0.01","0.02","0.50","0"
"588893","2","0.63","0.13","0.00","2267.52","0.06","0.01","0.25","0"
"588919","2","1.38","0.25","0.00","1991.05","0.02","0.01","0.25","1"
"588970","3","3.63","0.00","0.00","4888","0.05","0.01","0.38","1"
"589008","0","0.00","0.00","0.00","0","0.00","0.02","0.00","0"
"589121","3","0.56","0.22","0.00","1200.06","0.01","0.01","0.33","0"
"589140","1","0.25","0.00","0.00","1696.45","0.01","0.00","0.13","1"
"589154","4","6.88","0.13","0.00","19404.43","0.03","0.00","0.50","1"
"589162","3","1.67","0.00","0.00","3707.31","0.02","0.02","0.33","1"
"589164","4","2.75","0.13","0.00","5419.41","0.00","0.01","0.50","1"
"589171","1","0.60","0.00","0.00","1031.01","0.02","0.00","0.10","1"
"589228","4","1.75","0.25","0.13","4712.80","0.06","0.02","0.63","0"
"589259","2","1.13","0.25","0.00","2824.89","0.01","0.01","0.25","1"
"589306","4","1.38","0.38","0.00","2967.96","0.00","0.03","0.50","1"
"589311","4","2.13","0.13","0.00","4736.36","0.01","0.00","0.50","1"
"589404","4","4.75","0.00","0.13","7086.54","0.00","0.01","0.63","1"
"589405","2","0.75","0.13","0.00","1534.69","0.03","0.02","0.25","1"
"589414","1","0.13","0.13","0.00","576.82","0.10","0.03","0.13","1"
"589489","7","3.00","0.25","0.00","7243.58","0.04","0.06","0.88","0"
"589539","2","2.50","0.00","0.00","16598","0.01","0.00","0.25","0"
"589630","4","2.75","0.00","0.00","4825.30","0.06","0.01","0.50","1"
"589650","3","0.88","0.13","0.00","2624.00","0.05","0.01","0.38","0"
"589758","5","1.50","0.25","0.00","3305.03","0.01","0.00","0.63","0"
"589775","3","0.88","0.13","0.00","1609.16","0.07","0.03","0.38","0"
"589812","1","0.25","0.13","0.00","1528.36","0.01","0.04","0.13","1"
"589822","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"589868","3","0.50","0.13","0.00","2049.55","0.02","0.00","0.38","0"
"589884","3","1.75","0.38","0.00","1446.42","0.02","0.00","0.38","0"
"589977","4","1.38","0.25","0.00","2717.37","0.11","0.00","0.50","0"
"589995","3","0.38","0.38","0.00","1752.74","0.07","0.04","0.38","0"
"590014","1","0.13","0.00","0.00","711.22","0.01","0.03","0.13","0"
"590040","6","3.13","0.38","0.00","6012.37","0.06","0.01","0.75","0"
"590077","3","2.13","0.38","0.13","5078.39","0.03","0.03","0.50","0"
"590095","1","1.13","0.13","0.00","4568.28","0.04","0.00","0.13","0"
"590103","3","0.89","0.11","0.00","2135.58","0.02","0.01","0.33","0"
"590123","1","1.50","0.13","0.00","3608.17","0.04","0.00","0.13","0"
"590130","2","0.50","0.00","0.00","1665.32","0.04","0.02","0.25","0"
"590163","4","1.67","0.00","0.00","4402.30","0.05","0.00","0.44","1"
"590202","4","1.50","0.25","0.00","4984.29","0.02","0.01","0.50","0"
"590227","2","1.00","0.25","0.00","3831.32","0.02","0.01","0.25","0"
"590230","3","1.38","0.50","0.13","3633.35","0.03","0.00","0.50","0"
"590379","4","1.63","0.13","0.00","6607.04","0.00","0.00","0.50","0"
"590394","2","0.63","0.00","0.00","1271.13","0.03","0.03","0.25","1"
"590397","2","2.88","0.00","0.00","2865","0.06","0.01","0.25","0"
"590400","4","2.00","0.38","0.00","4327.30","0.01","0.08","0.50","0"
"590404","4","2.00","0.25","0.00","4185.24","0.04","0.00","0.50","1"
"590412","1","0.38","0.13","0.00","1075.86","0.04","0.01","0.13","0"
"590420","5","2.38","0.13","0.13","4321.68","0.01","0.00","0.75","1"
"590429","3","0.25","0.13","0.00","1465.97","0.00","0.04","0.38","0"
"590434","3","0.88","0.38","0.00","4354.30","0.01","0.00","0.38","0"
"590442","4","1.63","0.00","0.00","2410.90","0.00","0.00","0.50","0"
"590468","2","1.38","0.13","0.00","812.29","0.04","0.06","0.25","0"
"590471","4","0.30","0.30","0.00","7682.11","0.05","0.02","0.40","0"
"590473","2","0.13","0.00","0.00","1498.33","0.02","0.04","0.25","0"
"590558","3","1.78","0.11","0.00","6106.01","0.00","0.04","0.33","0"
"590659","1","0.50","0.00","0.00","360","0.06","0.00","0.13","0"
"590697","3","1.75","0.00","0.00","4871.26","0.06","0.01","0.38","0"
"590744","1","0.50","0.00","0.00","1191.25","0.03","0.02","0.13","0"
"590829","3","1.25","0.25","0.00","1882.01","0.00","0.00","0.38","0"
"590843","2","3.00","0.00","0.00","4387","0.00","0.00","0.25","1"
"590905","4","1.63","0.25","0.00","3615.56","0.05","0.01","0.50","0"
"590922","3","1.67","0.00","0.00","3573.83","0.03","0.01","0.33","0"
"590954","3","1.00","0.25","0.00","2476.54","0.00","0.03","0.38","0"
"590967","5","2.67","0.22","0.00","4957.11","0.02","0.02","0.56","1"
"590981","3","1.13","0.25","0.00","3076.95","0.01","0.00","0.38","0"
"591003","4","1.75","0.38","0.00","3517.39","0.00","0.01","0.50","1"
"591063","2","0.00","0.38","0.13","12100.57","0.00","0.01","0.38","0"
"591097","4","1.13","0.25","0.00","3009.78","0.00","0.02","0.50","1"
"591155","2","1.00","0.13","0.00","1629.35","0.04","0.02","0.25","0"
"591255","1","0.38","0.13","0.00","721.11","0.03","0.00","0.13","0"
"591271","0","0.00","0.00","0.00","0","0.06","0.01","0.00","0"
"591328","0","0.00","0.00","0.00","0","0.03","0.03","0.00","0"
"591381","2","1.50","0.13","0.00","19934.33","0.00","0.00","0.25","0"
"591433","5","2.38","0.50","0.00","4253.75","0.03","0.00","0.63","0"
"591478","2","2.13","0.00","0.00","2951","0.06","0.01","0.25","0"
"591582","4","2.63","0.25","0.13","5675.30","0.01","0.03","0.63","0"
"591593","2","0.75","0.13","0.00","2781.46","0.03","0.04","0.25","0"
"591599","2","0.88","0.25","0.00","1367.01","0.03","0.00","0.25","1"
"591714","6","1.63","0.38","0.00","3192.99","0.03","0.00","0.75","0"
"591746","3","0.75","0.25","0.00","2818.96","0.02","0.03","0.38","0"
"591835","1","0.33","0.00","0.00","756","0.02","0.01","0.11","0"
"591888","5","1.63","0.38","0.00","3568.22","0.01","0.04","0.63","0"
"592035","3","2.11","0.33","0.11","2109.11","0.04","0.02","0.44","1"
"592079","0","0.00","0.00","0.00","0","0.01","0.04","0.00","0"
"592082","2","0.78","0.00","0.00","1560.53","0.03","0.00","0.22","0"
"592118","0","0.00","0.00","0.00","0","0.04","0.00","0.00","0"
"592132","2","0.88","0.25","0.00","1183.88","0.03","0.00","0.25","0"
"592158","2","0.50","0.00","0.00","1801.74","0.07","0.00","0.25","1"
"592221","3","0.88","0.25","0.00","4969.28","0.02","0.00","0.38","0"
"592366","3","1.22","0.11","0.00","3946.86","0.03","0.04","0.33","1"
"592371","4","2.00","0.25","0.00","4329.63","0.02","0.01","0.50","0"
"592372","2","0.25","0.25","0.00","8327.38","0.00","0.04","0.25","0"
"592378","1","0.00","0.25","0.13","1432.68","0.02","0.01","0.25","0"
"592399","4","1.50","0.38","0.00","2786.75","0.01","0.00","0.50","0"
"592403","2","2.63","0.25","0.13","10803.30","0.01","0.03","0.38","0"
"592445","3","1.75","0.13","0.00","4498.96","0.02","0.01","0.38","1"
"592491","4","2.25","0.50","0.00","8462.75","0.00","0.01","0.50","0"
"592598","5","3.00","1.13","0.00","6985.76","0.00","0.03","0.63","1"
"592707","1","0.38","0.13","0.00","1232.08","0.03","0.03","0.13","0"
"592792","3","0.56","0.11","0.00","2787.81","0.00","0.03","0.33","1"
"592833","3","1.25","0.25","0.00","3310.60","0.08","0.01","0.38","1"
"592886","3","1.13","0.13","0.00","3334.35","0.03","0.00","0.38","0"
"592929","3","1.63","0.25","0.00","3433.15","0.06","0.01","0.38","0"
"592958","1","0.38","0.00","0.00","1566","0.02","0.00","0.13","0"
"593020","3","1.13","0.13","0.00","1690.44","0.04","0.01","0.38","0"
"593047","0","0.00","0.00","0.00","0","0.04","0.04","0.00","1"
"593244","3","1.00","0.25","0.00","2129.41","0.01","0.01","0.38","0"
"593350","4","2.25","0.25","0.00","6160.26","0.01","0.01","0.50","1"
"593385","4","2.88","0.50","0.00","7969.56","0.03","0.01","0.50","1"
"593386","3","2.88","0.00","0.00","3932.37","0.00","0.01","0.38","0"
"593398","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"593401","2","0.38","0.13","0.00","978.53","0.01","0.02","0.25","0"
"593494","3","1.00","0.00","0.00","1937.48","0.00","0.01","0.38","0"
"593536","5","2.25","0.38","0.00","4873.45","0.00","0.00","0.63","1"
"593632","4","1.11","0.33","0.00","2549.43","0.08","0.01","0.44","1"
"593672","3","2.13","0.13","0.00","6375.03","0.04","0.02","0.38","0"
"593719","1","0.88","0.13","0.00","890.27","0.04","0.01","0.13","1"
"593786","3","1.88","0.25","0.13","3715.35","0.04","0.02","0.50","1"
"593804","1","0.00","0.13","0.00","601.44","0.00","0.02","0.13","0"
"593833","1","0.22","0.00","0.11","1136.08","0.02","0.02","0.22","0"
"593910","2","1.00","0.38","0.00","3662.80","0.01","0.01","0.25","0"
"594000","1","0.75","0.00","0.00","1020","0.02","0.01","0.13","0"
"594027","3","1.88","0.13","0.13","5219.32","0.02","0.00","0.50","1"
"594042","6","1.78","0.22","0.00","5963.33","0.02","0.01","0.67","0"
"594103","3","1.63","0.00","0.00","8002.04","0.00","0.00","0.38","1"
"594123","2","1.00","0.13","0.00","5418.9","0.00","0.02","0.25","1"
"594146","1","1.00","0.00","0.00","1280","0.03","0.00","0.13","0"
"594188","2","0.88","0.13","0.00","3382.97","0.01","0.00","0.25","1"
"594238","2","0.63","0.13","0.00","2119.94","0.03","0.00","0.25","1"
"594240","1","0.13","0.00","0.00","135.28","0.04","0.04","0.13","1"
"594406","4","1.13","0.13","0.00","3413.72","0.02","0.01","0.50","0"
"594410","3","1.13","0.13","0.00","4134.08","0.03","0.02","0.38","0"
"594446","3","2.00","0.25","0.00","8262.91","0.07","0.00","0.38","1"
"594449","1","0.13","0.13","0.00","560.76","0.00","0.02","0.13","1"
"594503","2","1.38","0.13","0.00","1452.28","0.01","0.02","0.25","0"
"594516","0","0.00","0.00","0.00","0","0.03","0.01","0.00","0"
"594601","1","0.13","0.00","0.00","980.45","0.01","0.01","0.13","0"
"594644","3","1.38","0.50","0.00","2926.87","0.03","0.03","0.38","0"
"594695","4","4.13","0.38","0.00","8169.35","0.03","0.02","0.50","0"
"594737","3","1.00","0.13","0.00","2214.01","0.01","0.04","0.38","1"
"594824","2","0.56","0.22","0.11","1720.37","0.07","0.01","0.33","1"
"594875","1","0.63","0.00","0.00","1110","0.02","0.01","0.13","1"
"594892","2","0.63","0.00","0.00","2481.71","0.02","0.01","0.25","0"
"594914","3","2.00","0.13","0.00","3249.92","0.02","0.03","0.38","0"
"594948","1","0.63","0.13","0.00","944.54","0.06","0.02","0.13","0"
"594985","3","1.63","0.13","0.00","2486.23","0.03","0.01","0.38","0"
"595026","3","1.75","0.13","0.00","5336.97","0.00","0.01","0.38","0"
"595087","5","3.00","0.38","0.00","6487.64","0.03","0.00","0.63","0"
"595122","2","2.38","0.13","0.00","5683.55","0.04","0.04","0.25","0"
"595123","2","0.63","0.00","0.13","2461.47","0.03","0.02","0.38","1"
"595126","2","1.89","0.11","0.00","4859.98","0.09","0.00","0.22","0"
"595171","2","1.00","0.00","0.00","2500.52","0.00","0.03","0.25","0"
"595183","2","2.33","0.00","0.11","5278","0.02","0.02","0.33","0"
"595184","5","0.88","0.38","0.00","1835.52","0.03","0.02","0.63","0"
"595257","4","2.38","0.25","0.00","4499.66","0.04","0.00","0.50","0"
"595283","1","0.00","0.13","0.00","301.34","0.03","0.02","0.13","0"
"595284","4","2.38","0.13","0.00","5874.46","0.04","0.02","0.50","0"
"595386","6","2.38","0.50","0.00","4879.35","0.05","0.02","0.75","0"
"595414","4","2.38","0.38","0.00","3822.92","0.01","0.01","0.50","0"
"595431","3","1.88","0.13","0.00","3614.87","0.00","0.00","0.38","0"
"595442","4","0.50","0.25","0.00","1902.72","0.00","0.03","0.50","0"
"595506","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"595527","3","2.13","0.13","0.00","5883.69","0.02","0.01","0.38","0"
"595587","4","0.88","0.00","0.00","2875.85","0.03","0.00","0.50","1"
"595624","1","0.33","0.00","0.00","2036.73","0.02","0.01","0.11","0"
"595626","4","1.38","0.25","0.00","3727.46","0.03","0.00","0.50","0"
"595690","0","0.00","0.00","0.00","0","0.01","0.01","0.00","0"
"595740","2","0.63","0.00","0.00","2650.87","0.00","0.06","0.25","1"
"595852","3","0.78","0.33","0.00","1722.57","0.04","0.02","0.33","0"
"595861","1","0.25","0.00","0.00","1599.72","0.01","0.03","0.13","0"
"595897","1","1.50","0.00","0.00","4176","0.00","0.01","0.13","0"
"595958","4","3.63","0.63","0.13","11980.40","0.01","0.01","0.63","0"
"596103","2","0.88","0.13","0.00","2466.64","0.04","0.00","0.25","0"
"596153","5","1.63","0.25","0.00","2700.20","0.05","0.02","0.63","0"
"596186","2","0.88","0.13","0.00","1388.73","0.03","0.03","0.25","0"
"596220","2","2.11","0.11","0.00","6777.69","0.04","0.02","0.22","0"
"596222","3","1.00","0.25","0.00","3798.20","0.02","0.04","0.38","0"
"596320","2","0.11","0.22","0.00","1580.11","0.02","0.03","0.22","1"
"596329","0","0.00","0.00","0.00","0","0.04","0.03","0.00","0"
"596335","2","1.38","0.13","0.00","2932.73","0.06","0.00","0.25","0"
"596349","1","1.88","0.00","0.00","4260","0.04","0.02","0.13","0"
"596361","2","3.00","0.13","0.00","4481.33","0.02","0.02","0.25","0"
"596409","2","0.63","0.13","0.00","1326.14","0.04","0.08","0.25","0"
"596442","1","0.75","0.00","0.00","1050","0.00","0.03","0.13","0"
"596505","6","4.75","0.50","0.00","10080.61","0.04","0.03","0.75","0"
"596559","1","0.00","0.25","0.13","697.30","0.00","0.03","0.25","0"
"596611","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"596732","3","1.00","0.00","0.00","2731.66","0.01","0.00","0.38","1"
"596820","1","0.38","0.13","0.00","655.81","0.05","0.00","0.13","0"
"596856","3","2.50","0.13","0.00","3494.24","0.03","0.01","0.38","1"
"596863","3","9.38","0.50","0.13","30267.34","0.00","0.00","0.50","1"
"597003","2","0.44","0.00","0.00","1762.37","0.02","0.00","0.22","0"
"597010","4","1.63","0.13","0.00","4021.00","0.03","0.01","0.50","0"
"597029","5","3.13","0.50","0.00","9239.66","0.04","0.01","0.63","0"
"597300","2","2.00","0.00","0.00","5266.75","0.11","0.00","0.25","1"
"597410","3","3.63","0.00","0.00","6507.60","0.02","0.00","0.38","0"
"597434","4","0.63","0.25","0.13","4542.32","0.00","0.02","0.63","0"
"597498","5","1.75","0.00","0.00","3413.10","0.01","0.00","0.63","0"
"597510","3","1.25","0.25","0.00","4052.00","0.00","0.01","0.38","1"
"597662","0","0.00","0.00","0.00","0","0.02","0.00","0.00","1"
"597734","3","0.38","0.13","0.00","1843.75","0.00","0.01","0.38","0"
"597836","3","0.75","0.38","0.00","1033.36","0.09","0.00","0.38","0"
"597878","2","0.63","0.25","0.00","1474.56","0.00","0.00","0.25","0"
"597946","2","0.38","0.25","0.00","551.11","0.00","0.03","0.25","0"
"597948","0","0.00","0.00","0.00","0","0.01","0.00","0.00","1"
"597954","4","1.63","0.25","0.00","3778.15","0.07","0.06","0.50","0"
"597955","0","0.00","0.00","0.00","0","0.09","0.01","0.00","1"
"598069","3","1.63","0.13","0.00","2737.33","0.04","0.01","0.38","0"
"598075","3","0.75","0.25","0.00","1550.61","0.03","0.00","0.38","1"
"598185","2","1.63","0.50","0.00","7548.86","0.06","0.03","0.25","1"
"598233","4","1.50","0.25","0.00","4665.00","0.04","0.00","0.50","1"
"598265","4","1.38","0.13","0.00","2698.82","0.01","0.00","0.50","1"
"598276","2","1.00","0.00","0.00","1086.46","0.01","0.01","0.22","0"
"598306","2","1.25","0.63","0.00","4877.41","0.03","0.01","0.25","0"
"598526","1","0.38","0.00","0.00","282","0.01","0.02","0.13","0"
"598533","2","3.38","0.25","0.13","11648.15","0.01","0.01","0.38","1"
"598590","5","1.63","0.13","0.00","2937.26","0.01","0.00","0.63","0"
"598687","3","1.50","0.38","0.00","2718.68","0.00","0.00","0.38","0"
"598691","2","1.63","0.13","0.00","1635.99","0.03","0.05","0.25","0"
"598692","2","2.50","0.00","0.00","4159.2","0.01","0.03","0.25","0"
"598715","2","0.38","0.13","0.00","990.89","0.05","0.02","0.25","1"
"598832","1","0.38","0.00","0.00","1014","0.00","0.00","0.13","1"
"598881","6","3.13","0.25","0.00","6835.64","0.01","0.01","0.75","0"
"598911","6","2.25","0.63","0.00","6361.50","0.03","0.04","0.75","0"
"598945","1","0.50","0.13","0.00","1927.04","0.01","0.01","0.13","0"
"599065","3","1.38","0.38","0.13","4209.70","0.00","0.01","0.50","1"
"599239","2","0.90","0.00","0.00","1909.9","0.03","0.01","0.20","1"
"599244","1","0.00","0.00","0.00","201.71","0.03","0.00","0.13","0"
"599311","3","0.75","0.13","0.00","1735.40","0.06","0.03","0.38","1"
"599335","3","1.63","0.25","0.00","4119.30","0.05","0.02","0.38","0"
"599348","5","1.50","0.25","0.00","3068.66","0.00","0.00","0.63","0"
"599437","3","1.25","0.00","0.00","3309.12","0.04","0.02","0.38","0"
"599454","3","2.75","0.00","0.13","6240.85","0.03","0.00","0.50","0"
"599649","4","3.25","0.38","0.13","12212.00","0.02","0.02","0.63","1"
"599651","0","0.00","0.00","0.00","0","0.03","0.02","0.00","0"
"599657","1","0.13","0.00","0.00","249.37","0.05","0.04","0.13","0"
"599765","1","1.13","0.00","0.00","1459.68","0.03","0.00","0.13","0"
"599790","0","0.00","0.00","0.00","0","0.03","0.00","0.00","0"
"599833","4","2.75","0.13","0.00","3964.75","0.01","0.00","0.50","1"
"599909","0","0.00","0.00","0.00","0","0.02","0.00","0.00","0"
"599927","4","1.50","0.25","0.00","5815.56","0.04","0.00","0.50","0"
"599999","0","0.00","0.00","0.00","0","0.04","0.00","0.00","0"
"600011","3","0.75","0.00","0.00","3523.88","0.00","0.01","0.38","0"
"600018","5","1.25","0.75","0.00","3403.10","0.00","0.03","0.63","0"
"600057","1","0.75","0.00","0.00","1042.5","0.01","0.04","0.13","0"
"600078","3","1.00","0.38","0.00","2009.00","0.02","0.01","0.38","0"
"600163","1","0.63","0.00","0.00","660","0.02","0.02","0.13","1"
"600265","1","2.13","0.00","0.00","1905.28","0.00","0.01","0.13","1"
"600287","2","0.25","0.13","0.00","680.89","0.03","0.01","0.25","1"
"600304","2","0.50","0.25","0.00","1129.23","0.00","0.00","0.25","0"
"600351","2","0.63","0.13","0.00","2346.68","0.00","0.03","0.25","0"
"600395","4","1.38","0.25","0.00","2701.84","0.00","0.01","0.50","0"
"600444","5","1.25","0.25","0.00","2964.18","0.01","0.01","0.63","0"
"600515","4","1.67","0.56","0.11","4613.53","0.02","0.01","0.56","0"
"600561","2","0.38","0.13","0.00","1813.96","0.04","0.03","0.25","0"
"600605","3","2.38","0.00","0.00","3310.3","0.07","0.01","0.38","0"
"600648","5","1.63","0.38","0.00","6915.80","0.03","0.01","0.63","0"
"600690","5","3.67","0.22","0.00","7622.59","0.03","0.01","0.56","0"
"600750","2","0.63","0.00","0.00","2183.74","0.00","0.03","0.25","1"
"600796","1","0.75","0.00","0.00","2106","0.04","0.01","0.13","0"
"600833","1","1.13","0.00","0.00","2484","0.01","0.01","0.13","0"
"600842","3","0.75","0.00","0.13","3880.50","0.05","0.00","0.50","0"
"600886","4","2.11","0.22","0.00","4500.62","0.06","0.01","0.44","0"
"600926","2","0.75","0.00","0.00","1508.97","0.06","0.01","0.25","1"
"600930","2","0.25","0.13","0.00","1440.78","0.01","0.01","0.25","1"
"601094","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"601104","2","2.63","0.13","0.00","7204.84","0.02","0.01","0.25","0"
"601116","2","1.13","0.00","0.00","2320.99","0.01","0.01","0.25","0"
"601158","2","0.50","0.13","0.00","2120.9","0.01","0.04","0.25","0"
"601282","2","0.63","0.13","0.00","1734.28","0.02","0.02","0.25","1"
"601582","2","2.38","0.00","0.00","3505.89","0.01","0.02","0.25","1"
"601673","5","1.50","0.00","0.00","3970.77","0.01","0.00","0.63","1"
"601882","3","0.67","0.00","0.00","1822.96","0.02","0.01","0.33","0"
"601894","2","0.78","0.00","0.00","1136.17","0.04","0.01","0.22","1"
"601917","4","1.13","0.25","0.00","3188.31","0.04","0.00","0.50","0"
"602120","4","2.00","0.25","0.00","2873.65","0.04","0.02","0.50","0"
"602190","2","1.88","0.00","0.00","3852.69","0.00","0.01","0.25","1"
"602323","2","0.44","0.00","0.00","1360.53","0.05","0.00","0.22","1"
"602433","3","0.75","0.25","0.00","2531.60","0.02","0.01","0.38","0"
"602476","4","2.25","0.00","0.00","5280.03","0.05","0.01","0.50","0"
"602478","2","3.38","0.00","0.00","7392","0.00","0.00","0.25","0"
"602598","4","1.75","0.25","0.00","2691.02","0.03","0.01","0.50","1"
"602656","3","1.38","0.38","0.00","3289.27","0.03","0.00","0.38","0"
"602734","1","0.50","0.00","0.13","861.0","0.03","0.00","0.25","0"
"602748","4","0.88","0.25","0.00","7886.74","0.04","0.03","0.50","0"
"602769","5","1.78","0.44","0.11","4131.19","0.01","0.01","0.67","1"
"602793","2","0.88","0.13","0.00","1184.75","0.01","0.00","0.25","1"
"602827","5","1.88","0.38","0.00","6052.34","0.00","0.02","0.63","1"
"602918","3","0.75","0.25","0.00","1176.83","0.02","0.04","0.38","0"
"602921","1","0.25","0.13","0.00","1252.27","0.00","0.00","0.13","0"
"602925","5","3.67","0.22","0.00","7574.93","0.01","0.01","0.56","0"
"602946","4","2.50","0.13","0.00","4641.88","0.00","0.01","0.50","0"
"602953","5","1.70","0.30","0.10","6066.16","0.02","0.01","0.60","0"
"602962","3","1.50","0.25","0.00","2443.59","0.04","0.00","0.38","1"
"603033","1","0.00","0.25","0.13","2262.28","0.07","0.00","0.25","0"
"603053","3","0.88","0.00","0.00","2101.52","0.04","0.01","0.38","0"
"603100","1","2.13","0.00","0.00","2448","0.01","0.00","0.13","1"
"603160","6","1.75","0.50","0.00","5867.64","0.02","0.02","0.75","0"
"603221","0","0.00","0.00","0.00","0","0.00","0.01","0.00","0"
"603278","3","0.88","0.38","0.00","1844.28","0.02","0.05","0.38","0"
"603296","3","0.13","0.38","0.00","1008.04","0.03","0.02","0.38","0"
"603341","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"603345","2","0.38","0.25","0.00","999.63","0.00","0.04","0.25","1"
"603440","4","4.38","0.50","0.13","20621.90","0.00","0.01","0.63","0"
"603515","3","1.75","0.13","0.00","3741.61","0.03","0.00","0.38","0"
"603592","3","2.38","0.38","0.13","7836.87","0.01","0.00","0.50","0"
"603635","3","4.38","0.50","0.13","14294.82","0.01","0.01","0.50","0"
"603715","3","1.38","0.00","0.00","3922.23","0.02","0.01","0.38","0"
"603809","2","0.56","0.11","0.00","941.07","0.02","0.01","0.22","0"
"603875","2","1.75","0.13","0.00","2127.13","0.02","0.02","0.25","0"
"603883","3","0.88","0.13","0.00","1910.12","0.00","0.01","0.38","0"
"604136","3","0.88","0.00","0.00","857.78","0.00","0.02","0.38","0"
"604355","3","1.25","0.38","0.00","3531.94","0.03","0.03","0.38","0"
"604388","1","0.13","0.25","0.00","534.45","0.00","0.02","0.13","0"
"604592","1","0.00","0.13","0.00","248.39","0.01","0.01","0.13","0"
"604617","2","1.25","0.13","0.00","1720.16","0.00","0.01","0.25","0"
"604664","0","0.00","0.00","0.00","0","0.03","0.00","0.00","1"
"604688","4","1.38","0.25","0.13","4945.31","0.00","0.06","0.63","1"
"604804","2","0.13","0.13","0.00","459.99","0.03","0.00","0.25","1"
"604840","3","1.00","0.13","0.00","6112.92","0.00","0.01","0.38","0"
"604916","0","0.00","0.00","0.00","0","0.06","0.01","0.00","1"
"604982","3","1.25","0.13","0.00","3791.10","0.03","0.00","0.38","0"
"605004","3","1.13","0.25","0.00","2536.43","0.02","0.00","0.38","0"
"605096","3","1.13","0.50","0.00","2527.47","0.01","0.00","0.38","1"
"605136","1","1.88","0.00","0.00","3900","0.01","0.01","0.13","0"
"605308","0","0.00","0.00","0.00","0","0.02","0.01","0.00","0"
"605311","3","1.38","0.25","0.00","3310.35","0.00","0.00","0.38","1"
"605439","2","1.38","0.00","0.00","3601.50","0.00","0.03","0.25","0"
"605494","3","1.00","0.38","0.00","3080.93","0.01","0.00","0.38","1"
"605558","5","2.38","0.13","0.00","3201.79","0.00","0.00","0.63","0"
"605578","1","1.00","0.00","0.00","1040","0.04","0.02","0.13","0"
"605607","1","0.38","0.25","0.00","1020.61","0.02","0.03","0.13","1"
"605615","3","0.63","0.13","0.13","5670.96","0.03","0.01","0.50","0"
"605619","2","0.88","0.50","0.00","1819.38","0.01","0.01","0.25","1"
"605776","5","2.63","0.25","0.00","9022.65","0.01","0.00","0.63","0"
"605780","2","0.25","0.25","0.00","347.93","0.05","0.00","0.25","1"
"605878","2","1.13","0.13","0.00","1641.99","0.03","0.03","0.25","0"
"605943","1","0.00","0.00","0.00","2017.47","0.03","0.04","0.13","0"
"605945","4","1.00","0.25","0.00","4021.26","0.03","0.00","0.50","1"
"606041","2","0.63","0.13","0.00","2492.03","0.01","0.01","0.25","1"
"606060","2","1.50","0.25","0.00","2594.94","0.01","0.03","0.25","0"
"606094","4","1.25","0.00","0.00","2271.88","0.10","0.01","0.50","0"
"606161","3","2.13","0.13","0.00","9146.15","0.06","0.00","0.38","1"
"606283","1","0.13","0.00","0.00","460.15","0.04","0.06","0.13","1"
"606290","4","1.30","0.30","0.00","5482.51","0.01","0.03","0.40","0"
"606333","4","2.25","0.25","0.00","2787.05","0.02","0.04","0.50","0"
"606362","1","0.63","0.00","0.00","3651.33","0.01","0.03","0.13","0"
"606456","0","0.00","0.00","0.00","0","0.03","0.01","0.00","0"
"606568","2","0.88","0.00","0.00","2161.97","0.00","0.02","0.25","0"
"606635","2","1.38","0.00","0.00","4104.05","0.03","0.00","0.25","0"
"606648","4","1.25","0.00","0.00","3678.63","0.00","0.02","0.50","0"
"606762","3","1.00","0.38","0.00","2447.57","0.03","0.03","0.38","1"
"606862","2","1.13","0.25","0.00","1912.58","0.03","0.01","0.25","0"
"606930","5","1.22","0.67","0.11","5756.66","0.04","0.01","0.67","0"
"607017","4","3.00","0.13","0.00","4438.74","0.06","0.04","0.50","0"
"607028","4","2.13","0.38","0.00","5756.41","0.01","0.00","0.50","0"
"607152","5","2.63","0.25","0.13","4862.25","0.03","0.00","0.75","0"
"607197","1","0.00","0.00","0.13","3478.04","0.05","0.01","0.25","1"
"607270","1","0.63","0.13","0.00","2168.64","0.00","0.00","0.13","0"
"607280","1","0.75","0.13","0.00","1728.94","0.04","0.01","0.13","1"
"607350","3","0.88","0.38","0.00","2561.89","0.01","0.03","0.38","1"
"607524","1","2.50","0.00","0.00","5060","0.05","0.02","0.13","0"
"607626","1","1.13","0.00","0.00","666","0.04","0.00","0.13","0"
"607706","2","0.50","0.13","0.00","993.79","0.05","0.00","0.25","0"
