"u_id","perk_label","total_trips","total_spend","avg_stay_length","age","gender","child_flag"
"583200","Exclusive discounts","2","1923.61","0.63","41","F","0"
"583297","1 night free hotel with flight","4","5290.92","2.00","55","F","1"
"583335","Free checked bag","2","2232.69","0.50","19","F","1"
"583336","Free checked bag","2","2174.75","1.44","37","F","1"
"583342","Free checked bag","2","1460","1.75","67","F","0"
"583446","1 night free hotel with flight","4","10175.98","2.13","35","F","0"
"583454","Exclusive discounts","1","478.56","0.25","22","F","1"
"583483","Exclusive discounts","1","1074.42","0.38","37","F","0"
"583486","1 night free hotel with flight","4","5733.90","1.44","46","F","0"
"583490","Exclusive discounts","1","1290","0.75","25","M","0"
"583499","Free checked bag","3","3900.90","1.38","49","F","0"
"583526","Exclusive discounts","3","3331.98","1.89","32","F","1"
"583612","Free hotel meal","4","10248.31","2.67","40","F","1"
"583623","Free checked bag","1","1201.95","0.50","56","F","1"
"583664","Exclusive discounts","2","690.33","0.33","49","F","0"
"583759","Free checked bag","2","2126.02","1.38","38","F","1"
"583764","Free checked bag","2","8860.52","1.00","45","F","1"
"583931","Exclusive discounts","3","1434.07","1.50","49","M","0"
"583955","Free checked bag","0","0","0.00","28","F","0"
"583976","Exclusive discounts","2","2210.19","0.88","39","F","0"
"584001","Free checked bag","1","1338.65","0.13","18","F","0"
"584012","Exclusive discounts","2","1387.80","1.00","48","F","1"
"584030","Exclusive discounts","4","2780.02","1.00","54","F","1"
"584034","Exclusive discounts","3","3129.22","1.00","40","F","0"
"584115","1 night free hotel with flight","3","10609.26","0.88","37","F","1"
"584134","Exclusive discounts","2","2558.25","0.63","41","F","1"
"584185","Exclusive discounts","1","209.09","0.13","49","F","1"
"584217","Exclusive discounts","0","0","0.00","53","F","0"
"584241","Exclusive discounts","2","1960","0.75","57","F","1"
"584247","1 night free hotel with flight","3","3930.67","0.75","40","F","0"
"584288","1 night free hotel with flight","5","4625.12","1.89","38","F","0"
"584423","Free checked bag","2","1077.88","0.63","36","F","0"
"584459","Free checked bag","2","4582.13","1.75","38","F","1"
"584525","Free hotel meal","7","7472.83","5.75","51","F","0"
"584530","Free hotel meal","4","10129.47","3.13","44","F","1"
"584531","Exclusive discounts","2","4249.35","0.75","45","M","1"
"584537","Exclusive discounts","5","2105.06","0.88","50","F","0"
"584549","1 night free hotel with flight","4","5570.83","2.27","56","F","0"
"584591","Exclusive discounts","3","710.64","0.38","42","F","0"
"584666","Free checked bag","4","4079.98","1.44","51","M","0"
"584787","1 night free hotel with flight","3","4137.46","2.11","66","F","0"
"584843","Exclusive discounts","2","3089.78","1.44","56","F","1"
"584844","Exclusive discounts","3","3094.37","1.13","44","F","0"
"584875","1 night free hotel with flight","3","7601.14","1.75","41","F","0"
"584912","1 night free hotel with flight","4","3611.05","0.88","38","F","0"
"584977","1 night free hotel with flight","3","6500.38","1.38","47","M","0"
"584998","Free hotel meal","4","3592.39","3.13","56","F","0"
"585138","Exclusive discounts","0","0","0.00","67","F","0"
"585169","Free checked bag","0","0","0.00","36","M","1"
"585187","Exclusive discounts","3","1668.77","0.88","58","F","0"
"585231","Free checked bag","0","0","0.00","50","M","0"
"585248","Free checked bag","1","636.55","0.25","49","F","1"
"585250","Exclusive discounts","0","0","0.00","48","F","0"
"585310","1 night free hotel with flight","3","3851.51","1.00","36","F","0"
"585361","Exclusive discounts","0","0","0.00","23","F","1"
"585492","Exclusive discounts","1","862.21","0.38","46","F","0"
"585522","Free checked bag","0","0","0.00","68","M","0"
"585583","Exclusive discounts","2","1149.02","0.56","38","F","1"
"585585","Free hotel meal","7","21124.34","4.38","48","F","0"
"585595","Exclusive discounts","2","3715.05","0.38","44","F","0"
"585650","Free hotel meal","3","6103.59","2.63","32","F","0"
"585717","Exclusive discounts","2","1189.69","0.50","21","M","0"
"585722","Free checked bag","3","2031.52","0.88","35","F","0"
"585745","Exclusive discounts","4","3219.62","1.13","48","F","0"
"585768","Free checked bag","1","1558.71","0.38","44","F","1"
"585832","Exclusive discounts","2","1327.82","0.63","51","F","0"
"585882","Free hotel meal","3","4620.30","2.75","50","F","0"
"585915","Free checked bag","3","2776.14","0.63","47","F","0"
"585946","Exclusive discounts","2","1977.77","0.88","48","F","0"
"585965","Free checked bag","3","2251.59","1.38","49","F","0"
"585986","Exclusive discounts","1","435.38","0.13","45","M","1"
"586006","Free checked bag","3","3043.17","1.63","43","F","1"
"586038","1 night free hotel with flight","4","3673.66","1.63","28","F","0"
"586063","1 night free hotel with flight","2","4052.57","0.88","44","M","0"
"586077","1 night free hotel with flight","3","3957.63","1.13","49","F","0"
"586096","Exclusive discounts","4","2706.88","1.50","48","F","0"
"586122","Exclusive discounts","2","921.50","0.38","52","M","0"
"586124","Exclusive discounts","2","1572.09","1.38","44","M","0"
"586192","Free checked bag","2","1762.56","0.38","50","F","0"
"586251","1 night free hotel with flight","3","5544.50","1.75","36","F","1"
"586257","Exclusive discounts","0","0","0.00","21","M","0"
"586270","Exclusive discounts","2","1271.54","1.00","36","F","1"
"586272","Exclusive discounts","2","1224.87","0.25","19","F","0"
"586312","Exclusive discounts","3","2993.36","0.75","45","F","0"
"586344","Exclusive discounts","1","736","2.00","19","F","0"
"586357","Free checked bag","0","0","0.00","22","F","0"
"586384","Free hotel meal","6","6527.02","3.50","34","F","0"
"586458","Exclusive discounts","0","0","0.00","71","F","0"
"586471","Free checked bag","1","183.25","0.13","49","F","0"
"586631","Exclusive discounts","2","535.26","0.25","36","F","1"
"586637","1 night free hotel with flight","4","7986.51","2.25","47","F","0"
"586644","Exclusive discounts","3","2302.41","1.25","52","F","0"
"586656","Free checked bag","1","1057.45","0.67","46","F","0"
"586672","Exclusive discounts","4","2638.66","1.38","27","F","0"
"586701","1 night free hotel with flight","4","3649.51","2.50","43","M","0"
"586721","Free checked bag","1","2916","4.50","18","F","0"
"586732","Free checked bag","4","3394.99","2.38","33","F","0"
"586762","Free hotel meal","3","8244.29","2.75","37","F","0"
"586774","Exclusive discounts","3","2103.06","0.88","41","F","1"
"586803","Exclusive discounts","1","1080","0.50","37","F","1"
"586811","Exclusive discounts","4","1417.68","0.56","43","F","1"
"586820","Free hotel meal","4","12129.69","3.00","43","F","0"
"586829","Exclusive discounts","0","0","0.00","18","F","0"
"586850","Exclusive discounts","4","2653.70","0.88","46","F","0"
"586876","Free hotel meal","4","5136.70","2.63","35","F","1"
"586887","1 night free hotel with flight","5","6094.79","1.25","39","F","0"
"586936","Free hotel meal","2","4314.98","3.00","50","F","0"
"586953","Exclusive discounts","4","2782.68","1.63","41","F","1"
"587134","Exclusive discounts","1","953.61","0.13","41","F","0"
"587195","Free checked bag","1","746.33","0.38","65","M","1"
"587233","Exclusive discounts","0","0","0.00","56","F","1"
"587234","Free hotel meal","3","9626.18","3.67","41","F","1"
"587304","Exclusive discounts","3","1789.07","1.38","50","F","0"
"587313","Free hotel meal","3","6329.66","3.75","29","F","0"
"587373","Free hotel meal","5","6818.29","4.25","53","F","0"
"587459","Exclusive discounts","4","1919.08","0.38","49","F","0"
"587470","Exclusive discounts","1","933.72","0.88","57","F","1"
"587483","1 night free hotel with flight","4","3738.65","1.63","48","F","0"
"587538","Free checked bag","3","4002.32","0.78","42","F","1"
"587577","Exclusive discounts","2","2629.6","1.00","51","F","0"
"587601","Exclusive discounts","0","0","0.00","72","F","0"
"587642","Exclusive discounts","0","0","0.00","71","F","0"
"587675","Free checked bag","2","11870.00","0.88","44","F","0"
"587698","Free checked bag","1","845.7","0.33","22","F","0"
"587753","Exclusive discounts","1","314","0.25","74","F","0"
"587754","Free checked bag","2","4335.20","0.22","50","F","1"
"587802","Free checked bag","2","3804.25","2.33","50","F","0"
"587810","1 night free hotel with flight","3","3571.41","1.13","54","F","1"
"587899","Free checked bag","2","1440.01","0.38","37","F","0"
"588013","Exclusive discounts","1","3627.76","0.88","29","M","0"
"588048","Exclusive discounts","3","1923.16","0.38","45","F","0"
"588103","Free checked bag","6","4794.31","1.50","50","F","0"
"588313","Free checked bag","1","1326.72","0.38","19","F","0"
"588355","1 night free hotel with flight","3","4330.42","1.13","48","F","0"
"588370","1 night free hotel with flight","4","6401.65","2.38","40","M","1"
"588386","Free checked bag","2","3873.38","1.50","35","F","0"
"588391","Free checked bag","2","2633.69","1.25","49","F","1"
"588414","1 night free hotel with flight","3","15955.26","2.13","52","F","0"
"588497","Free checked bag","1","1487.71","0.75","21","F","1"
"588507","Free hotel meal","3","8087.03","4.63","51","F","0"
"588526","Free checked bag","0","0","0.00","18","F","1"
"588560","Exclusive discounts","0","0","0.00","25","F","0"
"588582","Free checked bag","2","2605.73","0.38","49","F","0"
"588677","Exclusive discounts","3","1757.11","0.75","34","F","1"
"588732","Exclusive discounts","3","2513.36","0.63","39","F","0"
"588797","Free checked bag","3","21784.44","3.63","45","M","1"
"588820","1 night free hotel with flight","4","4947.29","2.13","46","F","0"
"588893","Exclusive discounts","2","2267.52","0.63","44","F","0"
"588919","Free checked bag","2","1991.05","1.38","55","F","1"
"588970","Free hotel meal","3","4888","3.63","25","F","1"
"589008","Exclusive discounts","0","0","0.00","19","F","0"
"589121","Free checked bag","3","1200.06","0.56","23","F","0"
"589140","Free checked bag","1","1696.45","0.25","31","F","1"
"589154","Free hotel meal","4","19404.43","6.88","38","F","1"
"589162","Exclusive discounts","3","3707.31","1.67","50","F","1"
"589164","Free hotel meal","4","5419.41","2.75","46","F","1"
"589171","Free checked bag","1","1031.01","0.60","36","F","1"
"589228","1 night free hotel with flight","4","4712.80","1.75","52","M","0"
"589259","Free checked bag","2","2824.89","1.13","39","M","1"
"589306","Exclusive discounts","4","2967.96","1.38","41","F","1"
"589311","1 night free hotel with flight","4","4736.36","2.13","43","F","1"
"589404","Free hotel meal","4","7086.54","4.75","41","F","1"
"589405","Exclusive discounts","2","1534.69","0.75","42","F","1"
"589414","Exclusive discounts","1","576.82","0.13","47","F","1"
"589489","Free hotel meal","7","7243.58","3.00","43","F","0"
"589539","Free checked bag","2","16598","2.50","23","F","0"
"589630","Free hotel meal","4","4825.30","2.75","50","F","1"
"589650","Exclusive discounts","3","2624.00","0.88","39","F","0"
"589758","Free checked bag","5","3305.03","1.50","48","F","0"
"589775","Exclusive discounts","3","1609.16","0.88","50","F","0"
"589812","Exclusive discounts","1","1528.36","0.25","50","F","1"
"589822","Free checked bag","0","0","0.00","22","F","0"
"589868","Free checked bag","3","2049.55","0.50","43","F","0"
"589884","Free checked bag","3","1446.42","1.75","27","O","0"
"589977","Exclusive discounts","4","2717.37","1.38","52","F","0"
"589995","Exclusive discounts","3","1752.74","0.38","51","F","0"
"590014","Exclusive discounts","1","711.22","0.13","21","F","0"
"590040","Free hotel meal","6","6012.37","3.13","40","F","0"
"590077","1 night free hotel with flight","3","5078.39","2.13","40","F","0"
"590095","Exclusive discounts","1","4568.28","1.13","39","F","0"
"590103","Free checked bag","3","2135.58","0.89","49","F","0"
"590123","Exclusive discounts","1","3608.17","1.50","60","F","0"
"590130","Exclusive discounts","2","1665.32","0.50","60","F","0"
"590163","1 night free hotel with flight","4","4402.30","1.67","42","F","1"
"590202","1 night free hotel with flight","4","4984.29","1.50","45","F","0"
"590227","Free checked bag","2","3831.32","1.00","50","F","0"
"590230","1 night free hotel with flight","3","3633.35","1.38","28","F","0"
"590379","1 night free hotel with flight","4","6607.04","1.63","54","F","0"
"590394","Exclusive discounts","2","1271.13","0.63","42","F","1"
"590397","Exclusive discounts","2","2865","2.88","18","F","0"
"590400","1 night free hotel with flight","4","4327.30","2.00","45","F","0"
"590404","1 night free hotel with flight","4","4185.24","2.00","53","F","1"
"590412","Exclusive discounts","1","1075.86","0.38","42","F","0"
"590420","1 night free hotel with flight","5","4321.68","2.38","28","F","1"
"590429","Exclusive discounts","3","1465.97","0.25","58","F","0"
"590434","1 night free hotel with flight","3","4354.30","0.88","55","M","0"
"590442","Free checked bag","4","2410.90","1.63","46","F","0"
"590468","Exclusive discounts","2","812.29","1.38","23","F","0"
"590471","1 night free hotel with flight","4","7682.11","0.30","56","F","0"
"590473","Exclusive discounts","2","1498.33","0.13","49","F","0"
"590558","Exclusive discounts","3","6106.01","1.78","28","F","0"
"590659","Exclusive discounts","1","360","0.50","36","F","0"
"590697","1 night free hotel with flight","3","4871.26","1.75","44","F","0"
"590744","Exclusive discounts","1","1191.25","0.50","22","F","0"
"590829","Free checked bag","3","1882.01","1.25","44","F","0"
"590843","Free hotel meal","2","4387","3.00","36","F","1"
"590905","1 night free hotel with flight","4","3615.56","1.63","42","F","0"
"590922","Exclusive discounts","3","3573.83","1.67","66","F","0"
"590954","Exclusive discounts","3","2476.54","1.00","47","F","0"
"590967","Free hotel meal","5","4957.11","2.67","47","F","1"
"590981","Free checked bag","3","3076.95","1.13","40","F","0"
"591003","Free checked bag","4","3517.39","1.75","47","F","1"
"591063","1 night free hotel with flight","2","12100.57","0.00","55","F","0"
"591097","Exclusive discounts","4","3009.78","1.13","45","F","1"
"591155","Exclusive discounts","2","1629.35","1.00","42","M","0"
"591255","Exclusive discounts","1","721.11","0.38","29","F","0"
"591271","Exclusive discounts","0","0","0.00","48","F","0"
"591328","Exclusive discounts","0","0","0.00","38","F","0"
"591381","Free checked bag","2","19934.33","1.50","24","F","0"
"591433","1 night free hotel with flight","5","4253.75","2.38","37","F","0"
"591478","Exclusive discounts","2","2951","2.13","20","F","0"
"591582","Free hotel meal","4","5675.30","2.63","31","M","0"
"591593","Exclusive discounts","2","2781.46","0.75","25","F","0"
"591599","Exclusive discounts","2","1367.01","0.88","56","F","1"
"591714","Exclusive discounts","6","3192.99","1.63","49","F","0"
"591746","Exclusive discounts","3","2818.96","0.75","40","F","0"
"591835","Free checked bag","1","756","0.33","77","F","0"
"591888","1 night free hotel with flight","5","3568.22","1.63","53","F","0"
"592035","Exclusive discounts","3","2109.11","2.11","44","F","1"
"592079","Exclusive discounts","0","0","0.00","18","F","0"
"592082","Exclusive discounts","2","1560.53","0.78","59","F","0"
"592118","Exclusive discounts","0","0","0.00","19","F","0"
"592132","Exclusive discounts","2","1183.88","0.88","38","F","0"
"592158","Exclusive discounts","2","1801.74","0.50","44","F","1"
"592221","1 night free hotel with flight","3","4969.28","0.88","38","F","0"
"592366","Exclusive discounts","3","3946.86","1.22","38","F","1"
"592371","1 night free hotel with flight","4","4329.63","2.00","48","F","0"
"592372","Exclusive discounts","2","8327.38","0.25","18","M","0"
"592378","Free checked bag","1","1432.68","0.00","19","F","0"
"592399","Free checked bag","4","2786.75","1.50","33","F","0"
"592403","Free hotel meal","2","10803.30","2.63","81","M","0"
"592445","1 night free hotel with flight","3","4498.96","1.75","38","M","1"
"592491","1 night free hotel with flight","4","8462.75","2.25","39","F","0"
"592598","Free checked bag","5","6985.76","3.00","51","F","1"
"592707","Exclusive discounts","1","1232.08","0.38","24","F","0"
"592792","Exclusive discounts","3","2787.81","0.56","48","F","1"
"592833","Exclusive discounts","3","3310.60","1.25","41","F","1"
"592886","Exclusive discounts","3","3334.35","1.13","48","F","0"
"592929","Exclusive discounts","3","3433.15","1.63","49","F","0"
"592958","Free checked bag","1","1566","0.38","18","F","0"
"593020","Exclusive discounts","3","1690.44","1.13","38","F","0"
"593047","Exclusive discounts","0","0","0.00","61","F","1"
"593244","Free checked bag","3","2129.41","1.00","31","F","0"
"593350","1 night free hotel with flight","4","6160.26","2.25","48","F","1"
"593385","Free hotel meal","4","7969.56","2.88","46","F","1"
"593386","Free hotel meal","3","3932.37","2.88","39","F","0"
"593398","Free checked bag","0","0","0.00","24","F","0"
"593401","Exclusive discounts","2","978.53","0.38","39","F","0"
"593494","Free checked bag","3","1937.48","1.00","57","F","0"
"593536","1 night free hotel with flight","5","4873.45","2.25","47","F","1"
"593632","Exclusive discounts","4","2549.43","1.11","56","F","1"
"593672","1 night free hotel with flight","3","6375.03","2.13","33","F","0"
"593719","Exclusive discounts","1","890.27","0.88","38","M","1"
"593786","1 night free hotel with flight","3","3715.35","1.88","46","F","1"
"593804","Exclusive discounts","1","601.44","0.00","30","F","0"
"593833","Exclusive discounts","1","1136.08","0.22","24","F","0"
"593910","Free checked bag","2","3662.80","1.00","57","M","0"
"594000","Free checked bag","1","1020","0.75","67","F","0"
"594027","1 night free hotel with flight","3","5219.32","1.88","35","F","1"
"594042","1 night free hotel with flight","6","5963.33","1.78","37","F","0"
"594103","1 night free hotel with flight","3","8002.04","1.63","37","F","1"
"594123","Exclusive discounts","2","5418.9","1.00","48","F","1"
"594146","Exclusive discounts","1","1280","1.00","69","F","0"
"594188","Free checked bag","2","3382.97","0.88","54","F","1"
"594238","Exclusive discounts","2","2119.94","0.63","56","F","1"
"594240","Exclusive discounts","1","135.28","0.13","43","F","1"
"594406","Free checked bag","4","3413.72","1.13","37","F","0"
"594410","1 night free hotel with flight","3","4134.08","1.13","69","F","0"
"594446","1 night free hotel with flight","3","8262.91","2.00","26","F","1"
"594449","Exclusive discounts","1","560.76","0.13","53","F","1"
"594503","Exclusive discounts","2","1452.28","1.38","23","F","0"
"594516","Exclusive discounts","0","0","0.00","32","F","0"
"594601","Free checked bag","1","980.45","0.13","36","F","0"
"594644","Exclusive discounts","3","2926.87","1.38","52","F","0"
"594695","Free hotel meal","4","8169.35","4.13","57","F","0"
"594737","Exclusive discounts","3","2214.01","1.00","34","F","1"
"594824","Exclusive discounts","2","1720.37","0.56","48","F","1"
"594875","Free checked bag","1","1110","0.63","19","F","1"
"594892","Free checked bag","2","2481.71","0.63","52","F","0"
"594914","Exclusive discounts","3","3249.92","2.00","44","F","0"
"594948","Exclusive discounts","1","944.54","0.63","66","F","0"
"594985","Exclusive discounts","3","2486.23","1.63","43","F","0"
"595026","1 night free hotel with flight","3","5336.97","1.75","47","F","0"
"595087","Free hotel meal","5","6487.64","3.00","42","F","0"
"595122","Exclusive discounts","2","5683.55","2.38","58","F","0"
"595123","Exclusive discounts","2","2461.47","0.63","42","F","1"
"595126","Exclusive discounts","2","4859.98","1.89","33","F","0"
"595171","Exclusive discounts","2","2500.52","1.00","35","F","0"
"595183","Exclusive discounts","2","5278","2.33","67","F","0"
"595184","Exclusive discounts","5","1835.52","0.88","50","F","0"
"595257","1 night free hotel with flight","4","4499.66","2.38","47","F","0"
"595283","Exclusive discounts","1","301.34","0.00","55","F","0"
"595284","1 night free hotel with flight","4","5874.46","2.38","53","F","0"
"595386","1 night free hotel with flight","6","4879.35","2.38","42","F","0"
"595414","1 night free hotel with flight","4","3822.92","2.38","49","F","0"
"595431","1 night free hotel with flight","3","3614.87","1.88","38","F","0"
"595442","Exclusive discounts","4","1902.72","0.50","45","F","0"
"595506","Free checked bag","0","0","0.00","25","F","0"
"595527","1 night free hotel with flight","3","5883.69","2.13","32","F","0"
"595587","Exclusive discounts","4","2875.85","0.88","39","F","1"
"595624","Free checked bag","1","2036.73","0.33","37","F","0"
"595626","1 night free hotel with flight","4","3727.46","1.38","47","F","0"
"595690","Free checked bag","0","0","0.00","70","F","0"
"595740","Exclusive discounts","2","2650.87","0.63","58","F","1"
"595852","Exclusive discounts","3","1722.57","0.78","54","F","0"
"595861","Exclusive discounts","1","1599.72","0.25","41","F","0"
"595897","Free checked bag","1","4176","1.50","27","F","0"
"595958","Free checked bag","4","11980.40","3.63","52","F","0"
"596103","Exclusive discounts","2","2466.64","0.88","24","F","0"
"596153","Exclusive discounts","5","2700.20","1.63","53","F","0"
"596186","Exclusive discounts","2","1388.73","0.88","23","F","0"
"596220","Exclusive discounts","2","6777.69","2.11","52","F","0"
"596222","1 night free hotel with flight","3","3798.20","1.00","61","F","0"
"596320","Exclusive discounts","2","1580.11","0.11","37","F","1"
"596329","Exclusive discounts","0","0","0.00","22","F","0"
"596335","Exclusive discounts","2","2932.73","1.38","39","M","0"
"596349","Exclusive discounts","1","4260","1.88","68","F","0"
"596361","Free hotel meal","2","4481.33","3.00","33","F","0"
"596409","Exclusive discounts","2","1326.14","0.63","48","F","0"
"596442","Exclusive discounts","1","1050","0.75","19","O","0"
"596505","Free hotel meal","6","10080.61","4.75","43","F","0"
"596559","Exclusive discounts","1","697.30","0.00","20","F","0"
"596611","Free checked bag","0","0","0.00","24","M","0"
"596732","Free checked bag","3","2731.66","1.00","47","F","1"
"596820","Exclusive discounts","1","655.81","0.38","38","F","0"
"596856","Exclusive discounts","3","3494.24","2.50","31","F","1"
"596863","Free hotel meal","3","30267.34","9.38","40","F","1"
"597003","Free checked bag","2","1762.37","0.44","45","F","0"
"597010","1 night free hotel with flight","4","4021.00","1.63","41","F","0"
"597029","Free hotel meal","5","9239.66","3.13","40","F","0"
"597300","Exclusive discounts","2","5266.75","2.00","37","F","1"
"597410","Free hotel meal","3","6507.60","3.63","49","M","0"
"597434","1 night free hotel with flight","4","4542.32","0.63","41","F","0"
"597498","Free checked bag","5","3413.10","1.75","59","M","0"
"597510","1 night free hotel with flight","3","4052.00","1.25","54","F","1"
"597662","Free checked bag","0","0","0.00","18","F","1"
"597734","Free checked bag","3","1843.75","0.38","47","F","0"
"597836","Exclusive discounts","3","1033.36","0.75","44","F","0"
"597878","Free checked bag","2","1474.56","0.63","55","F","0"
"597946","Exclusive discounts","2","551.11","0.38","55","F","0"
"597948","Free checked bag","0","0","0.00","20","M","1"
"597954","1 night free hotel with flight","4","3778.15","1.63","42","F","0"
"597955","Exclusive discounts","0","0","0.00","65","F","1"
"598069","Exclusive discounts","3","2737.33","1.63","32","F","0"
"598075","Exclusive discounts","3","1550.61","0.75","38","F","1"
"598185","Exclusive discounts","2","7548.86","1.63","35","F","1"
"598233","1 night free hotel with flight","4","4665.00","1.50","45","F","1"
"598265","Free checked bag","4","2698.82","1.38","46","M","1"
"598276","Free checked bag","2","1086.46","1.00","46","F","0"
"598306","Free checked bag","2","4877.41","1.25","49","F","0"
"598526","Exclusive discounts","1","282","0.38","69","M","0"
"598533","Free hotel meal","2","11648.15","3.38","39","F","1"
"598590","Free checked bag","5","2937.26","1.63","49","F","0"
"598687","Free checked bag","3","2718.68","1.50","41","M","0"
"598691","Exclusive discounts","2","1635.99","1.63","37","F","0"
"598692","Exclusive discounts","2","4159.2","2.50","23","M","0"
"598715","Exclusive discounts","2","990.89","0.38","30","F","1"
"598832","Free checked bag","1","1014","0.38","53","F","1"
"598881","Free hotel meal","6","6835.64","3.13","45","F","0"
"598911","Free checked bag","6","6361.50","2.25","39","F","0"
"598945","Free checked bag","1","1927.04","0.50","22","F","0"
"599065","1 night free hotel with flight","3","4209.70","1.38","40","M","1"
"599239","Exclusive discounts","2","1909.9","0.90","40","F","1"
"599244","Exclusive discounts","1","201.71","0.00","26","F","0"
"599311","Exclusive discounts","3","1735.40","0.75","40","F","1"
"599335","1 night free hotel with flight","3","4119.30","1.63","54","F","0"
"599348","Free checked bag","5","3068.66","1.50","41","F","0"
"599437","Exclusive discounts","3","3309.12","1.25","53","F","0"
"599454","Free hotel meal","3","6240.85","2.75","43","F","0"
"599649","Free hotel meal","4","12212.00","3.25","57","F","1"
"599651","Exclusive discounts","0","0","0.00","43","F","0"
"599657","Exclusive discounts","1","249.37","0.13","49","F","0"
"599765","Exclusive discounts","1","1459.68","1.13","55","F","0"
"599790","Exclusive discounts","0","0","0.00","57","F","0"
"599833","Free hotel meal","4","3964.75","2.75","44","F","1"
"599909","Free checked bag","0","0","0.00","30","F","0"
"599927","1 night free hotel with flight","4","5815.56","1.50","44","F","0"
"599999","Exclusive discounts","0","0","0.00","67","F","0"
"600011","1 night free hotel with flight","3","3523.88","0.75","46","F","0"
"600018","Free checked bag","5","3403.10","1.25","39","F","0"
"600057","Exclusive discounts","1","1042.5","0.75","35","F","0"
"600078","Free checked bag","3","2009.00","1.00","57","F","0"
"600163","Exclusive discounts","1","660","0.63","55","M","1"
"600265","Free checked bag","1","1905.28","2.13","36","F","1"
"600287","Exclusive discounts","2","680.89","0.25","41","F","1"
"600304","Free checked bag","2","1129.23","0.50","58","F","0"
"600351","Exclusive discounts","2","2346.68","0.63","48","F","0"
"600395","Free checked bag","4","2701.84","1.38","54","F","0"
"600444","Free checked bag","5","2964.18","1.25","54","F","0"
"600515","Free checked bag","4","4613.53","1.67","37","F","0"
"600561","Exclusive discounts","2","1813.96","0.38","31","F","0"
"600605","Exclusive discounts","3","3310.3","2.38","57","F","0"
"600648","1 night free hotel with flight","5","6915.80","1.63","46","F","0"
"600690","Free hotel meal","5","7622.59","3.67","39","F","0"
"600750","Exclusive discounts","2","2183.74","0.63","50","F","1"
"600796","Exclusive discounts","1","2106","0.75","81","F","0"
"600833","Free checked bag","1","2484","1.13","73","F","0"
"600842","1 night free hotel with flight","3","3880.50","0.75","32","F","0"
"600886","1 night free hotel with flight","4","4500.62","2.11","41","F","0"
"600926","Exclusive discounts","2","1508.97","0.75","48","M","1"
"600930","Free checked bag","2","1440.78","0.25","57","F","1"
"601094","Free checked bag","0","0","0.00","19","M","0"
"601104","Free hotel meal","2","7204.84","2.63","56","F","0"
"601116","Free checked bag","2","2320.99","1.13","30","F","0"
"601158","Exclusive discounts","2","2120.9","0.50","31","F","0"
"601282","Exclusive discounts","2","1734.28","0.63","58","F","1"
"601582","Exclusive discounts","2","3505.89","2.38","53","M","1"
"601673","1 night free hotel with flight","5","3970.77","1.50","40","F","1"
"601882","Free checked bag","3","1822.96","0.67","47","F","0"
"601894","Exclusive discounts","2","1136.17","0.78","26","F","1"
"601917","Exclusive discounts","4","3188.31","1.13","32","F","0"
"602120","Exclusive discounts","4","2873.65","2.00","43","F","0"
"602190","Free checked bag","2","3852.69","1.88","45","F","1"
"602323","Exclusive discounts","2","1360.53","0.44","20","F","1"
"602433","Free checked bag","3","2531.60","0.75","54","F","0"
"602476","1 night free hotel with flight","4","5280.03","2.25","36","F","0"
"602478","Free hotel meal","2","7392","3.38","27","F","0"
"602598","Exclusive discounts","4","2691.02","1.75","32","F","1"
"602656","Exclusive discounts","3","3289.27","1.38","42","F","0"
"602734","Exclusive discounts","1","861.0","0.50","37","F","0"
"602748","1 night free hotel with flight","4","7886.74","0.88","44","M","0"
"602769","1 night free hotel with flight","5","4131.19","1.78","39","F","1"
"602793","Free checked bag","2","1184.75","0.88","38","F","1"
"602827","1 night free hotel with flight","5","6052.34","1.88","57","F","1"
"602918","Exclusive discounts","3","1176.83","0.75","45","F","0"
"602921","Free checked bag","1","1252.27","0.25","68","F","0"
"602925","Free hotel meal","5","7574.93","3.67","56","F","0"
"602946","1 night free hotel with flight","4","4641.88","2.50","48","M","0"
"602953","1 night free hotel with flight","5","6066.16","1.70","41","F","0"
"602962","Exclusive discounts","3","2443.59","1.50","41","F","1"
"603033","Exclusive discounts","1","2262.28","0.00","73","F","0"
"603053","Exclusive discounts","3","2101.52","0.88","46","F","0"
"603100","Free checked bag","1","2448","2.13","27","F","1"
"603160","1 night free hotel with flight","6","5867.64","1.75","37","F","0"
"603221","Free checked bag","0","0","0.00","22","F","0"
"603278","Exclusive discounts","3","1844.28","0.88","34","F","0"
"603296","Exclusive discounts","3","1008.04","0.13","42","F","0"
"603341","Free checked bag","0","0","0.00","67","F","0"
"603345","Exclusive discounts","2","999.63","0.38","52","F","1"
"603440","Free hotel meal","4","20621.90","4.38","44","F","0"
"603515","1 night free hotel with flight","3","3741.61","1.75","39","M","0"
"603592","1 night free hotel with flight","3","7836.87","2.38","39","F","0"
"603635","Free hotel meal","3","14294.82","4.38","66","F","0"
"603715","1 night free hotel with flight","3","3922.23","1.38","46","F","0"
"603809","Free checked bag","2","941.07","0.56","55","F","0"
"603875","Exclusive discounts","2","2127.13","1.75","43","F","0"
"603883","Free checked bag","3","1910.12","0.88","61","F","0"
"604136","Exclusive discounts","3","857.78","0.88","40","F","0"
"604355","1 night free hotel with flight","3","3531.94","1.25","33","F","0"
"604388","Exclusive discounts","1","534.45","0.13","34","F","0"
"604592","Free checked bag","1","248.39","0.00","20","F","0"
